,title,deadline,Microsoft Office,Financial Modelling,Data Platform,Python,R,SQL,Other Programming Languages
4997,Summer Analyst,2014,1,0,0,0,0,0,0
4998,2015 UK Technology Analyst Opportunities,2015,0,0,0,0,0,0,0
4999,GIR ART Program,2014,1,0,0,0,0,0,0
5000,2015 Citi Consumer Bank Full Time Analyst Programme,2015,1,0,0,0,0,0,0
5001,2015 UK Analyst Opportunities,2014,0,0,0,0,0,0,0
5002,2015 UK Summer Intern Opportunities,2015,0,0,0,0,0,0,0
5003,Graduate Trainee,2014,0,0,0,0,0,0,0
5004,Associate Manager 12m STC (Sustainable Energy and Financing),2014,1,0,0,0,0,0,0
5005,Bank of Tokyo Mitsubishi Graduate Programme,2014,0,0,0,0,0,0,0
5006,Intern for COO office,2014,1,0,0,0,0,0,0
5007,2015 Summer Internships,2015,1,1,0,0,0,0,0
5008,Summer Analyst,2014,1,1,0,0,0,0,0
5009,2015 Summer Analyst - Real Estate Asset Management,2014,0,0,0,0,0,0,0
5010,Intern Analyst (South Africa),2014,1,1,0,0,0,0,0
5011,Global Markets Off-Cycle Analyst Internship - Frankfurt,2014,1,1,0,0,0,0,0
5012,M&A Analyst,2014,1,0,0,0,0,0,0
5013,Principal/Senior Banker,2014,1,0,0,0,0,0,0
5014,Client Relationship Management Intern,2014,1,1,0,0,0,0,0
5015,Analyst,2014,1,0,0,0,0,0,0
5016,Investment Analyst,2014,1,1,0,0,0,0,0
5017,Investment Banking – M&A Analyst (f/m),2014,0,0,0,0,0,0,0
5018,Summer Analyst,2014,0,0,0,0,0,0,0
5019,Investment Analyst,2015,0,0,0,0,0,0,0
5020,Investment Banking 6 Month Placement,2014,1,0,0,0,0,0,0
5021,Algorithmic Trader - Summer Internship,2014,0,0,0,0,0,0,0
5022,Office Manager,2014,0,0,0,0,0,0,0
5023,Algorithmic Trader - Full-Time Graduate,2014,0,0,0,0,0,0,0
5024,Group Sales and Investments ,2014,0,0,0,0,0,0,0
5025,Sales and Trading Graduate & Internship Programme,2014,1,0,0,0,0,0,0
5026,Fixed Income Analyst / Intern (MSc) Structured Products,2014,0,0,0,0,0,0,0
5027,Intern Placement – Global Markets Division COO Team London (1 year)            ,2014,0,0,0,0,0,0,0
5028,Junior Paralegals Required,2014,1,0,0,0,0,0,1
5029,Junior Lawyer/ Recent Law Graduate,2014,0,0,0,0,0,0,0
5030,Summer Financial Analayst - Financial Restructuring (FRG),2014,1,0,1,0,0,0,0
5031,Intern- Secrétaire Général,2014,1,1,0,0,0,0,0
5032,Intern - research team,2014,0,1,0,0,0,0,0
5033,Graduate Intern/Analyst – Corporate Finance,2014,1,1,0,0,0,0,0
5034,Vice President or Director,2014,1,0,0,0,0,0,1
5035,Summer Analyst,2014,0,1,0,0,0,0,0
5036,Senior Consultant / CFO Partner,2014,0,0,0,0,0,0,0
5037,2015 Summer Analyst – Advisory,2014,1,1,0,0,0,0,0
5038,CRM Development Officer,2014,0,0,0,0,0,0,0
5039,2015 Summer Analyst – Real Estate ,2014,1,0,0,0,0,0,0
5040,Internship (part time),2014,0,1,0,0,0,0,0
5041,2015 Summer Analyst – Real Estate Debt Strategies	,2014,1,0,0,0,0,0,0
5042,Summer Analyst Programme 2014-2015 ,2014,0,0,0,0,0,0,0
5043,Fixed Income Credit Trade Management,2014,0,0,0,0,0,0,0
5044,Under-grads required,2014,0,1,0,0,0,0,0
5045,Graduate Analyst - Corporate Banking ,2014,0,0,0,0,0,0,1
5046,Graduate Analyst - Corporate Finance ,2014,1,0,0,0,0,0,0
5047,Graduate Analyst - Information Technology ,2014,0,0,0,0,0,0,0
5048,Graduate Analyst - Credit Portfolio Management,2014,0,0,0,0,0,0,0
5049,Graduate Analyst - Audit ,2014,1,0,0,0,0,0,0
5050,Analyst,2014,0,0,0,0,0,0,0
5051,Senior Analyst - Senior Associate,2014,0,0,1,0,0,0,0
5052,Deutsche Bank: Internship Opportunities in Asia,2014,0,0,0,0,0,0,0
5053,Intern - Sales Assistant Germany & Austria,2014,0,0,0,0,0,0,0
5054,2015 Summer Analyst,2014,0,0,0,0,0,0,0
5055,GIC Internship Programme,2014,0,1,0,0,0,0,0
5056,Graduate Opportunities - GIC Where Your Start Matters.,2014,1,1,0,0,0,0,0
5057,Full-Time Internship,2014,0,1,0,0,0,0,0
5058,Investment Banking Graduate Analyst ,2014,0,0,0,0,0,0,0
5059,Investment banking analyst programme 2015,2015,0,0,0,0,0,0,0
5060,Investment Banking Summer Analyst Program ,2015,0,0,0,0,0,0,0
5061,Nomura Women's Immersion Program ,2015,0,0,0,0,0,0,0
5062,Explore Nomura Program,2015,1,1,0,0,0,0,0
5063,Global Markets Summer Analyst Program ,2015,1,0,1,0,0,0,0
5064,Intern/Analyst - Corporate Finance,2014,0,0,0,0,0,0,0
5065,Graduate / Portfolio Manager Assistant,2014,0,0,0,0,0,0,0
5066,2015 full-time analyst and associate programme,2014,0,0,0,1,0,0,1
5067,2015 summer analyst and associate internship,2014,1,1,0,0,0,0,0
5068,2015 Technology opportunities,2014,0,0,0,0,0,0,0
5069,Intern,2014,0,0,0,0,0,0,0
5070,2015 pre-internship opportunities,2015,0,0,0,0,0,0,0
5071,2015 off-cycle analyst internship and industrial placement,2014,0,0,0,0,0,0,0
5072,Global Analyst Training Program,2014,0,0,0,0,0,0,0
5073,Spring into Banking Program,2015,0,0,0,0,0,0,0
5074,Analyst Internship Program,2014,0,0,0,0,0,0,0
5075,Finance Summer Analyst programme,2014,0,1,0,0,0,0,0
5076,1st Year Spring Insight Programmes,2015,1,0,0,0,0,0,0
5077,Operations Summer Analyst Programme,2014,0,0,0,0,0,0,0
5078,Graduate Internships,2015,0,0,0,0,0,0,0
5079,Treasury and Trade solutions - Internship and Graduate Opportunities,2015,1,0,0,0,0,0,0
5080,Risk – Internship and Full-Time Opportunities,2015,1,0,0,0,0,1,0
5081,Intern Placement – Private Placement & Retail Trading  (1 year) ,2014,0,1,0,0,0,0,0
5082,Intern Placement – FX IT (1 year)    ,2014,1,0,0,0,0,0,0
5083,Operations Full-Time Analyst Programme,2014,1,0,1,0,0,0,0
5084,Intern Position,2014,1,0,0,0,0,0,0
5085,Operations & Research Analyst (Junior),2014,1,0,1,0,0,0,0
5086,Market analyst,2014,1,0,0,0,0,0,0
5087,Country Management Associate Program – Global Consumer Banking,2014,0,0,0,1,1,0,0
5088,Country Summer Internship Program – Global Consumer Banking (GCB),2015,1,0,0,0,0,1,0
5089,Associate,2014,0,0,0,0,0,0,0
5090,Information Technology- Junior DBA,2014,0,0,0,0,0,0,0
5091,Graduate Financial Journalist,2014,0,0,0,0,0,0,0
5092,Spring Insight Programme,2014,1,0,0,0,0,0,0
5093,Full-Time Analyst Programme,2014,1,0,0,0,0,0,0
5094,Institutional Clients Group - Management Associate Program – Specialist (Finance),2014,1,0,0,0,0,0,1
5095,Institutional Clients Group - Management Associate Program – Specialist (Operations & Technology),2014,1,0,0,0,0,0,0
5096,Data Analyst Intern,2014,1,1,0,0,0,0,0
5097,Investment Management Internship,2014,1,0,0,0,0,0,0
5098,Morgan Stanley Alternative Investment Partners Analyst,2014,1,1,0,0,0,0,0
5099,Institutional Clients Group - Management Associate Program - Generalist ,2014,1,0,0,0,0,0,0
5100,Blackstone Real Estate Partners - Asset Management - Analyst,2014,1,0,0,0,0,0,0
5101,Investment Banking Intern,2014,0,0,0,0,0,0,0
5102,Investment Banking Analyst,2014,1,0,0,0,0,0,0
5103,Fixed Income & Commodities Full-Time Analyst,2014,0,0,0,0,0,0,0
5104,Investment Banking Graduate Programme 2015,2014,1,0,1,0,0,0,0
5105,Investment Banking Summer Analyst Programme,2014,0,0,0,0,0,0,0
5106,Risk Management Analyst,2014,1,0,0,0,0,1,1
5107,Internship - multi-manager team,2014,1,0,0,0,0,0,0
5108,ICG 12 month Internship Opportunities - Portfolio Management,2014,0,0,0,0,0,0,0
5109,Intern Placement – Structured Credit IT (1 year),2014,1,0,0,0,0,0,0
5110,M&A Sales Analyst,2014,1,0,0,0,0,0,0
5111,"Intern, Credit Financial Institutions",2014,0,0,0,0,0,0,0
5112,Global Markets Summer Analyst,2015,0,0,0,0,0,0,0
5113,Investment Banking 2015 Summer Intern Program,2014,0,0,0,0,0,0,0
5114,Investment Banking 2015 Analyst Program ,2014,0,0,0,0,0,0,0
5115,"Class of 2015 Financial Analyst - Financial Restructuring, London ",2014,1,1,0,0,0,0,0
5116,Fixed Income Economics Analyst / Intern (MSc),2014,0,0,0,0,0,0,0
5117,"Research Assistant (Part-Time), Emerging Markets Research",2014,0,0,0,0,0,0,0
5118,Global Markets Analyst,2014,0,0,0,0,0,0,0
5119,Class of 2015 Financial Analyst - Corporate Finance,2014,1,0,0,0,0,0,0
5120,Global Investment Banking Analyst,2014,0,0,0,0,0,0,0
5121,"6 Month Off-Cycle Internship  – Corporate Finance, London - Sept/Oct 2014 - March 2015",2014,1,0,0,0,0,0,0
5122,Global Markets Analyst,2014,0,0,0,0,0,0,0
5123,Junior Investment Writer,2014,1,1,0,0,0,0,0
5124,Finance Analyst,2014,1,0,0,0,0,0,0
5125,Graduate Intern/Analyst - Corporate Finance,2014,1,0,0,0,0,0,0
5126,Risk Summer Analyst,2015,1,0,0,0,0,0,0
5127,Finance Summer Analyst,2015,0,0,0,0,0,0,0
5128,Undergraduate Internship Programme (Investment Group),2015,1,0,0,0,0,0,0
5129,Graduate Opportunity - Macquarie Group (London),2014,0,0,0,0,0,0,0
5130,Global Investment Banking Summer Analyst,2015,0,0,0,0,0,0,0
5131,Summer Internship Opportunities,2014,1,0,0,0,0,0,1
5132,Operations Summer Analyst,2015,0,0,0,0,0,0,0
5133,Technology Summer Analyst,2015,0,0,0,0,0,0,0
5134,Data Scientist at early stage London-based finance start-up,2014,1,0,0,0,0,0,0
5135,Summer Analyst,2014,1,0,0,0,0,0,0
5136,"Vice President, Private Equity",2014,0,0,0,0,0,0,0
5137,Hedge Funds & Private Equity Analytics & Business Development,2014,1,0,0,0,0,0,0
5138,Internship/part-time opportunity at London-based Investment Manager,2014,0,0,0,0,0,0,0
5139,Associate,2014,0,0,0,0,0,0,0
5140,Equity Analyst,2014,0,0,0,0,0,0,0
5141,2015 Summer Internship,2014,0,0,0,0,0,0,0
5142,2015 Full Time Analyst - Investment Banking,2014,0,0,0,0,0,0,0
5143,"I-Banking, Trading, Hedge Funds Internship",2014,1,1,0,0,0,0,0
5144,2015 Graduate Training Program,2014,0,1,0,0,0,0,0
5145,Summer Analyst,2014,0,0,0,0,0,0,0
5146,2015 APAC Investment Banking Department (IBD) Summer Analyst,2014,0,0,0,0,0,0,0
5147,"2015 Equities Sales and Trading Summer Analyst, Tokyo",2014,0,0,0,0,0,0,0
5148,2015 APAC Equity Research Summer Analyst,2014,0,0,0,0,0,0,0
5149,2015 APAC Equities and Fixed Income (Securities) Sales and Trading Summer Analyst,2014,0,0,0,0,0,0,0
5150,"Temasek Graduate Programme (Investment Group), Singapore",2014,0,0,0,0,0,0,0
5151,Summer Analyst Programme,2014,0,0,0,0,0,0,0
5152,"Temasek Graduate Programme (Investment Group), UK",2014,1,0,0,0,0,0,0
5153,Business Development Analyst,2014,0,0,0,0,0,0,0
5154,Analyst - Real Estate Debt Strategies,2014,0,0,0,0,0,0,0
5155,Analyst  - Advisory,2014,0,0,0,0,0,0,0
5156,Analyst - Private Equity,2014,1,1,0,0,0,0,0
5157,Graduate programme: Trainee compliance analysts,2014,0,0,0,0,0,0,0
5158,Analyst  - Real Estate ,2014,0,1,0,0,0,0,0
5159,Executive Search Researcher,2014,0,0,0,0,0,0,1
5160,Internship - Global Investment,2014,1,0,0,0,0,0,0
5161,Fin tech business development internship,2014,1,0,0,0,0,0,0
5162,LPFA - Equity Analyst,2014,0,0,0,0,0,0,1
5163,Investment Trainee,2014,1,0,0,0,0,0,0
5164,Corporate Finance & Pensions Internship,2014,0,0,0,0,0,0,0
5165,Intern Placement – Market Risk,2014,0,0,0,0,0,0,0
5166,Mediobanca Equity Solutions team,2014,1,1,0,0,0,0,0
5167,Greenhill & Co. Investment Banking Internship 2015,2014,1,0,0,0,0,0,0
5168,Intern Placement – UK Leveraged Finance – 1 Year,2014,1,0,0,0,0,0,0
5169,Senior Analyst/Associate,2014,1,0,0,0,0,0,1
5170,Intern- Structured Finance Hedging,2014,0,0,1,0,0,0,0
5171,Intern- Market Risk,2014,1,0,0,0,0,0,0
5172,Intern - GSCS,2014,0,0,0,0,0,0,0
5173,Cash Management Analyst,2014,1,0,0,0,0,0,0
5174,3i 2015 Graduate Programme ,2014,1,0,0,0,0,0,0
5175,Investment Banking Intern,2014,0,0,0,0,0,0,0
5176,Investment Banking Analyst,2014,1,0,0,0,0,0,0
5177,Investment Banking Analyst (1 year Fixed Term Contract),2014,1,0,0,0,0,0,0
5178,Junior Research Analyst,2014,1,1,0,0,0,0,0
5179,RBC Student Ambassador 2014/2015 ,2014,1,1,0,0,0,0,0
5180,Morgan Stanley Alternative Investment Partners Analyst,2014,1,0,0,0,0,0,0
5181,Analyst – Pricing & Quantitative Analysis,2014,1,0,0,0,0,0,0
5182,Analyst,2014,1,0,0,0,0,0,0
5183,Project analyst (junior consultant),2014,1,0,1,0,0,0,0
5184,Intern (Analyst),2014,1,1,0,0,0,0,0
5185,Stanhope Capital LLP - Analyst in Merchant Banking team,2014,1,0,0,0,0,0,0
5186,"Analyst Intern, Corporate Finance",2014,1,0,0,0,0,0,0
5187,Intern for COO office,2014,1,0,0,0,0,0,0
5188,Junior Trader/Research Analyst for Indian & ASEAN markets,2014,1,0,1,0,0,0,0
5189,Intern Placement – Human Resources (1 year),2014,0,0,0,0,0,0,0
5190,Intern Placement – Financial Institutions Origination (1 year)   ,2014,0,0,0,0,0,0,0
5191,Junior Analyst - Change the Bank Operations,2014,1,0,0,0,0,0,0
5192,Graduate Trainee - Equity Salesperson,2014,1,0,0,0,0,0,0
5193,Intern Placement - Sales Management (1 year)      ,2014,1,0,0,0,0,0,0
5194,Intern Placement – Global Markets Division – 1 year,2014,0,0,0,0,0,0,0
5195,Internship – Investment Banking,2014,0,1,0,0,0,0,0
5196,Junior Desk Assistant/Researcher,2014,1,0,0,0,0,0,0
5197,Origination Analyst,2014,0,1,0,0,0,0,0
5198,EMEA Credit Markets Product Control - Analyst Opportunity,2014,0,0,0,0,0,0,0
5199,Analyst Internship,2014,1,0,1,0,0,0,1
5200,Global Capital Markets Internship,2014,1,0,0,0,0,0,0
5201,DCM Bond Origination Internship,2014,0,1,0,0,0,0,0
5202,Translator,2014,0,0,0,0,0,0,0
5203,Real estate securities junior analyst/trader,2014,1,0,1,0,0,0,0
5204,Structured Finance Trainee (One Year Contract) - ShipFinance ,2014,1,0,0,0,0,0,0
5205,Graduate Acquisition & Development – Candidate Management Coordinator,2014,1,0,0,0,0,0,0
5206,"Analyst, Technology Solutions",2014,1,0,0,0,0,0,0
5207,"Summer Intern, Operational Risk Management",2014,0,1,0,0,0,0,0
5208,Greenhill & Co. Investment Banking Analyst,2014,1,0,0,0,0,0,0
5209,Investment banking intern 2014,2014,0,0,0,0,0,0,0
5210,Research Assistant (Legal)  / Project Work,2014,1,0,0,0,0,0,0
5211,Web developer / CTO sought to join climate start up,2014,1,1,0,0,0,0,0
5212,Intern Placement – Human Resources (1 year),2014,1,0,0,0,0,0,0
5213,Management Analyst,2014,1,0,0,0,0,1,1
5214,Intern Placement - Credit and Rates Division - 1 year,2014,0,0,0,0,0,0,0
5215,Intern Placement – GDM IT,2014,1,0,0,0,0,0,0
5216,Intern – FICT Business Management,2014,0,1,0,0,0,0,0
5217,Equity Derivatives Trading/Structuring Internship,2014,1,0,0,0,0,0,0
5218,Capital Markets Origination and Structuring,2014,1,0,0,0,0,0,0
5219,6-month internship - M&A - Paris Office,2014,0,0,0,0,0,0,0
5220,"Performance and Risk Analyst, Real Return Strategy (short term placement)",2014,0,1,0,0,0,0,0
5221,Financial Analyst / Consultant,2014,0,0,0,0,0,0,0
5222,Real Estate Private Equity - Investment Analyst/Associate,2014,0,0,0,0,0,0,0
5223,Cross-Asset Derivative Solution Sales - Intern,2014,0,0,1,0,0,0,0
5224,Graduate Trainee - Fixed Income Salesperson,2014,1,0,0,0,0,0,0
5225,Graduate Trainee - Fixed Income Trader,2014,0,0,0,0,0,0,0
5226,"Graduate Trainee - Finance & Operations, Liquidity Risk Analysis",2014,0,0,0,0,0,0,0
5227,Intern,2014,0,0,0,0,0,0,0
5228,"Graduate Trainee - Investment Banking, Debt Capital Markets Officer",2014,0,0,0,0,0,0,0
5229,Graduate Trainee - Equity Salesperson,2014,0,0,0,0,0,0,0
5230,Internship,2014,0,0,0,0,0,1,0
5231,Graduate Developer,2014,0,0,0,0,0,0,0
5232,Graduate Treasury Implementation Consultant,2014,1,0,0,0,0,0,0
5233,Student Helper - Marekt Support & Marketing,2014,1,0,0,0,0,0,0
5234,Trainee Freight Trader/Shipbroker,2014,1,0,0,0,1,0,1
5235,Associate Consultant,2014,0,0,1,0,0,0,0
5236,Quantitative Sell-Side Research Analyst,2014,1,0,0,0,0,0,0
5237,Developer/Researcher,2014,1,0,0,0,0,0,0
5238,Graduate Management Trainee,2014,1,0,1,0,0,0,0
5239,RBC Student Ambassador 2014/2015 ,2014,0,0,0,0,0,0,0
5240,Junior Equity Research Analyst / Support Analyst,2014,0,0,0,0,0,0,0
5241,Intern - Cross-Asset Derivative Solution Sales ,2014,1,0,0,0,0,0,0
5242,Funding Specialist,2014,0,0,0,0,0,0,0
5243,Internship - Mergers & Acquisitions,2014,1,0,0,0,0,0,0
5244,Corporate Finance / Pensions Advisory internship Oct. 2014 for 3-6 months,2014,0,0,0,0,0,0,0
5245,Intern Placement – Human Resources (1 year),2014,0,0,0,0,0,0,0
5246,Management Training Program,2014,1,0,0,0,0,0,0
5247,M&A Sales Analyst,2014,0,0,0,0,0,0,0
5248,Intern Placement – Market Risk,2014,1,0,0,0,0,0,0
5249,Film Finance intern,2014,0,0,0,0,0,0,0
5250,Executive Assistant,2014,0,0,0,0,0,0,0
5251,BTG Pactual Trainee Program,2014,1,0,0,0,0,0,1
5252,Client Relationship Manager,2014,0,0,0,0,0,0,0
5253,Intern - Market Risk,2014,1,0,0,0,0,1,1
5254,Junior Analyst - Enterprise Data Management,2014,1,0,0,0,0,0,0
5255,Database intern (6 months +),2015,0,0,0,0,0,0,0
5256,EMEA Credit Markets Product Control - Analyst Opportunity,2014,1,1,0,0,0,0,0
5257,Research Analyst - VBA intern (6 months +),2015,0,0,0,0,0,0,0
5258,US Freight Analyst intern (6 months +),2015,0,0,0,0,0,0,0
5259,Junior Consultant,2014,1,0,0,0,0,0,0
5260,I-Banking / Trading / Hedge Funds / Private Equity,2014,1,0,0,0,0,0,0
5261,RBC Student Ambassador 2014/2015,2014,1,0,0,0,0,0,0
5262,Interim Turkish Researcher Opportunity - must speak Turkish,2014,0,0,0,0,0,0,0
5263,Intern Placement – Interest Rate Derivatives (IRD) Middle Office (1 year),2014,1,1,0,0,0,0,0
5264,Sales and Trading Autumn Insight Programme,2014,0,0,0,0,0,0,0
5265,Technical/Quantitative Client Support Analyst,2014,1,0,0,0,0,0,0
5266,Ratings Advisory Trainee,2014,1,0,0,0,0,0,0
5267,Junior Investor Relations - Portland Hill Capital,2014,0,1,0,0,0,0,0
5268,Trainee Interest Rate and FX Corporate Derivatives Sales,2014,0,0,1,0,0,0,0
5269,Structuring Trainee,2014,1,0,0,0,0,0,0
5270,Bloomberg - Brand Ambassador,2014,0,0,0,0,0,0,0
5271,Intern - CIO and Head of operations support,2014,0,0,0,0,0,0,0
5272,Ratings Advisory Trainee,2014,1,0,0,0,0,0,0
5273,"Intern - Economist, assistant FI strategist",2014,1,0,1,0,0,0,0
5274,Intern - Fixed Income Sales,2014,0,0,1,0,0,0,0
5275,Sales & Trading Off Cycle Internship- Equity Fund Logic (London),2014,0,0,0,0,0,0,0
5276,Private Banking - Graduate Programme - Madrid,2014,1,0,0,0,0,0,0
5277,Support Analyst ,2014,1,0,0,0,0,0,0
5278,Investment Management Off-Cycle Internships,2014,0,0,0,0,0,0,0
5279,"Summer Intern, Products and Sales",2014,0,0,0,0,0,0,0
5280,Business Development Executive ,2014,0,0,0,0,0,0,0
5281,Internship in Sales & Trading Department,2014,0,0,0,0,0,0,0
5282,Biography Editor,2014,1,0,0,0,0,0,0
5283,Associate,2014,0,0,0,0,0,0,1
5284,Intern Placement – Market Risk (1 year),2014,0,0,0,0,0,0,0
5285,Delegate Sales Opportunity,2014,0,0,0,0,0,0,0
5286,CIB Graduate Training Programme 2014 - BBVA Corporate & Investment Banking,2014,0,1,0,0,0,0,0
5287,Chairman (NEST Chair),2014,1,0,0,0,0,0,0
5288,Graduate role in CCS Coverage & Advisory,2014,1,0,0,0,0,0,0
5289,RBC Capital Markets - Student Ambassador,2014,1,0,0,0,0,0,0
5290,Administration Intern – London SW1P / Home based office			 ,2014,0,0,0,0,0,0,0
5291,Intern Placement – Interest Rate Derivatives (IRD) Middle Office (1 year)        ,2014,1,0,0,0,0,0,0
5292,I-Banking / Trading / Hedge Funds / Private Equity internships,2014,0,0,0,0,0,0,0
5293,Intern Placement – Central Banks Sales (1 year),2014,1,0,0,0,0,0,0
5294,Intern in Fixed Income & Currencies Sales ,2014,1,0,0,0,0,0,0
5295,Norwegian Intern Position,2014,1,0,0,0,0,0,0
5296,2014 Summer Analyst – Park Hill Secondary Advisory,2014,1,0,0,0,0,0,0
5297,Senior Analyst - Senior Associate ,2014,0,1,0,0,0,0,0
5298,Intern - CIO and Head of operations support,2014,0,0,0,0,0,0,0
5299,Transaction Lead - Capital Advisory Services (“CAS”),2014,1,1,0,0,0,0,0
5300,2014 Graduate Program - Risk ,2014,0,0,0,0,0,0,0
5301,Westport Capital Partners LLC - Analyst Career Opportunity,2014,1,0,0,0,0,0,0
5302,Marketing & Communications Manager,2014,0,0,0,0,0,0,0
5303,Summer Internship,2014,0,0,0,0,0,0,0
5304,Long-Term Internship - Merchant Banking,2014,1,0,0,0,0,0,0
5305,Equity Analyst ,2014,0,0,0,0,0,0,0
5306,Russia & CIS Sales Support Intern,2014,0,0,0,0,0,0,0
5307,Fixed Income Strategist/Analyst,2014,0,0,0,0,0,0,0
5308,Support Analyst,2014,1,1,0,0,0,0,0
5309,Inhouse counsel--financial services--Greece,2014,0,0,0,0,0,0,0
5310,Intern Placement – UK Leveraged Finance – 1 Year COPY,2014,1,0,0,0,0,0,0
5311,Hedge Fund Business Development,2014,1,0,0,0,0,0,0
5312,Analyst - Real Estate Syndicated Finance ,2014,0,0,0,0,0,0,0
5313,Junior Legal Counsel,2014,1,0,0,0,0,0,0
5314,China Development Bank-2014 Summer Internship Programme,2014,1,0,0,0,0,0,1
5315,Intern Placement – Global Markets Division Communications (1 year),2014,0,1,0,0,0,0,0
5316,"Intern Placement – Intranet Content, Global Markets Division (1 year)",2014,0,0,0,0,0,0,1
5317,"Intern - Global Sponsor Coverage Group, Northern Europe",2014,1,0,0,0,0,0,0
5318,"Internship, Pindar Macro Fund",2014,0,0,0,0,0,0,0
5319,Intern Placement – Short Term Products Sales (1 year),2014,1,0,0,0,0,0,0
5320, Quantitative Solution Group Intern,2014,0,0,0,0,0,0,0
5321,Management Trainee - Malaysia,2014,0,0,0,0,0,0,0
5322,Research Associate (Fixed Term 12 month contract),2014,0,0,1,0,0,0,0
5323,"Intern - economist, assistant FI strategist",2014,1,0,0,0,0,0,0
5324,Intern - Hedge Fund Sales Assistant,2014,1,1,0,0,0,0,0
5325,Commodities Structuring Intern,2014,1,0,0,0,0,0,0
5326,Summer Internship Programme 2014,2014,1,0,0,0,0,0,0
5327,Trainee Investment Analyst,2014,1,1,1,0,0,0,0
5328,Associate - Securities (Markets) - 18 months FTC,2014,1,0,0,0,0,0,0
5329,Structured Products Sales Team,2014,1,0,0,0,0,0,0
5330,Intern Placement – Structured Credit Markets Correlation Trading (1 year),2014,0,0,0,0,0,0,0
5331,Voluntary Communications Officer / Community Manager,2014,0,1,0,0,0,0,0
5332,Internship - Assistant project co-ordinator,2014,1,0,0,0,0,0,0
5333,Graduate role in CCS Coverage & Advisory ,2014,1,0,0,0,0,0,0
5334,Investment Associate,2014,0,1,0,0,0,0,0
5335,Business Consultant Internship - (Asset Management/IT) ,2014,1,0,1,0,0,0,0
5336,Graduate/ Analyst 2014 - Fixed Income - Debt Capital Markets,2014,1,0,0,0,0,0,0
5337,Intern Placement – Debt Capital Markets Origination,2014,1,0,0,0,0,0,0
5338,Capital markets trading analyst,2014,1,0,0,0,0,0,0
5339,Internship - Permanent Control,2014,1,0,0,0,0,0,0
5340,Account Management Assistant - New York - Volunteer for International Experience (VIE),2014,1,0,0,0,0,0,0
5341,Sales & Strategic Marketing Assistant - Milan - Volunteer for International Experience (VIE),2014,0,0,0,0,0,0,0
5342,Structuring Assistant - New York - Volunteer for International Experience (VIE),2014,1,0,0,0,0,0,0
5343,Volunteer Campaigner ,2014,1,0,0,0,0,0,0
5344,Graduate Scheme in IT Consultancy (Business Intelligence) ,2014,1,0,0,0,0,0,0
5345,"Graduate Opportunity - Macquarie Capital, London ",2014,0,1,0,0,0,0,0
5346,"Intern Opportunity - Macquarie Capital, London ",2014,1,1,0,0,0,0,0
5347,"Analyst, Corporate Finance Advisory",2014,1,0,0,0,0,0,0
5348,Analyst - Investment Banking & Private Equity,2014,0,0,0,0,0,0,0
5349,Research Assistant,2014,1,1,0,0,0,0,0
5350,Full Time Emerging Markets Research Analyst,2014,1,0,0,0,0,1,1
5351,M&A Long Term Internship,2014,1,1,0,0,0,0,0
5352,Front Office Internship- Quantatitive Developer ,2014,0,0,0,1,0,0,1
5353,Sales Long Term Internship,2014,1,0,0,0,0,0,0
5354,Trading Long Term Internship,2014,0,1,0,0,0,0,0
5355,HR Internship,2014,1,0,0,0,0,0,0
5356,Trainee M&A Power and Utilities,2014,0,0,0,0,0,0,0
5357,Intern Placement – Group Finance (1 year),2014,1,0,0,0,0,1,0
5358,Investment Specialist,2014,0,0,0,0,0,0,1
5359,Front Office Internship,2014,1,0,0,0,0,0,0
5360,Sales Manager,2014,1,0,0,0,0,0,0
5361,Intern Placement – Group Finance (1 year),2014,1,0,0,0,0,1,1
5362,Private Equity Office Administrator/Investor Relations & Fundraising Assistant (12-month cover),2014,0,0,0,0,0,0,0
5363,"Associate, Technology Solutions",2014,0,0,0,0,0,0,0
5364,M&A Internship,2014,1,1,1,0,0,0,0
5365,Intern Placement – Origination (1 year),2014,0,0,0,0,0,0,0
5366,Intern - Financial Analyst,2014,1,0,0,0,0,0,0
5367,Hedge Fund Business Development,2014,1,0,0,0,0,0,0
5368,Global Capital Markets Off-Cycle Internship (London),2014,0,0,0,0,0,0,0
5369,Investment Banking Off-Cycle Internship (London),2014,1,0,0,0,0,0,1
5370,Private Tutor,2014,0,0,0,1,0,0,0
5371,Internship Programme Financial Risk Management Consultancy ,2014,1,0,0,0,0,0,0
5372,Junior Researcher,2014,1,0,0,0,0,0,0
5373,Investor Relations Analyst ,2014,0,1,0,0,0,0,0
5374,Data Analyst for Capital Markets firm,2014,1,1,0,0,0,0,0
5375,M&A Intern,2014,0,0,0,0,0,0,0
5376,Intern Placement – UK Leveraged Finance – 1 Year,2014,0,0,0,0,0,0,0
5377,Citi Private Banking Full Time Analyst – Madrid ,2014,1,0,0,0,0,0,0
5378,Internship,2014,1,0,0,0,0,0,0
5379,Junior Executive,2014,1,1,0,0,0,0,0
5380,Real Estate M&A - Intern Analyst,2014,0,0,0,0,0,0,0
5381,Intern,2014,0,0,0,0,0,0,0
5382,JPMorgan: IB - Global Emerging Markets - EM Local Markets Strategy – 12m temporary position - London,2014,0,0,0,0,0,0,0
5383,Citi TTS Summer Analyst,2014,1,0,0,0,0,0,0
